Job ID,Agency,num_positions,Full/Part,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Posting Date,title,category,lon,lat
426478,DEPT OF DESIGN & CONSTRUCTION,1,F,Experienced (non-manager),74650,109409,Annual,30-30 Thomson Ave L I City Qns,Infra-Design-Various,12/26/2019,Manager,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
426478,DEPT OF DESIGN & CONSTRUCTION,1,F,Experienced (non-manager),74650,109409,Annual,30-30 Thomson Ave L I City Qns,Infra-Design-Various,12/26/2019,Manager,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
426484,OFFICE OF THE COMPTROLLER,1,F,Manager,160000,175000,Annual,"1 Centre St., N.Y.",Asset Management,12/18/2019,Manager,Finance,-74.00371489999999,40.7128306
426484,OFFICE OF THE COMPTROLLER,1,F,Manager,160000,175000,Annual,"1 Centre St., N.Y.",Asset Management,12/18/2019,Manager,Finance,-74.00371489999999,40.7128306
426489,LAW DEPARTMENT,2,P,Experienced (non-manager),19.9179,32.2677,Hourly,"100 Church St., N.Y.",Tort: New York (Part-Time),12/18/2019,Claim Assoviate,Legal,-74.01011419999999,40.71330040000001
426489,LAW DEPARTMENT,2,P,Experienced (non-manager),19.9179,32.2677,Hourly,"100 Church St., N.Y.",Tort: New York (Part-Time),12/18/2019,Claim Assoviate,Legal,-74.01011419999999,40.71330040000001
426493,HRA/DEPT OF SOCIAL SERVICES,1,F,Experienced (non-manager),72038,132241,Annual,15 Metrotech,Mgmt Information System-NM,01/02/2020,Manager,	Technology & Data,-73.9839499,40.694028
426522,FIRE DEPARTMENT,17,F,Experienced (non-manager),298.24,347.2,Daily,"48-67 34Th St., Queens",Fleet Maintenance Division,01/27/2020,Mechanical Specialist,Operation & Maintenance,-73.93152309999999,40.74005349999999
426522,FIRE DEPARTMENT,17,F,Experienced (non-manager),298.24,347.2,Daily,"48-67 34Th St., Queens",Fleet Maintenance Division,01/27/2020,Mechanical Specialist,Operation & Maintenance,-73.93152309999999,40.74005349999999
426527,DEPARTMENT OF CORRECTION,1,F,Entry-Level,50078,57590,Annual,75-20 Astoria Blvd,Personnel Division,12/19/2019,Analyst,Community,-73.89321269999999,40.7645473
426532,DEPT OF DESIGN & CONSTRUCTION,10,F,Entry-Level,51413,62260,Annual,30-30 Thomson Ave L I City Qns,Infra-Design-Various,12/26/2019,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
426532,DEPT OF DESIGN & CONSTRUCTION,10,F,Entry-Level,51413,62260,Annual,30-30 Thomson Ave L I City Qns,Infra-Design-Various,12/26/2019,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
426567,DEPARTMENT OF FINANCE,1,F,Executive,72038,130000,Annual,375 Pearl Street,Parking Law,12/30/2019,Counsel,"Policy, Research & Analysis",-74.0014202,40.7109599
426567,DEPARTMENT OF FINANCE,1,F,Executive,72038,130000,Annual,375 Pearl Street,Parking Law,12/30/2019,Counsel,"Policy, Research & Analysis",-74.0014202,40.7109599
426644,DEPARTMENT OF TRANSPORTATION,3,F,Experienced (non-manager),51194,72684,Annual,140 58th Street,RRM Milling Contract Mgmt,12/26/2019,Inspector,Public Safety,-74.0239072,40.6455001
426644,DEPARTMENT OF TRANSPORTATION,3,F,Experienced (non-manager),51194,72684,Annual,140 58th Street,RRM Milling Contract Mgmt,12/26/2019,Inspector,Public Safety,-74.0239072,40.6455001
426649,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,80000,100000,Annual,253 Broadway New York Ny,Business Optimization,12/27/2019,Researcher,Finance,-74.0075231,40.7134096
426649,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,80000,100000,Annual,253 Broadway New York Ny,Business Optimization,12/27/2019,Researcher,Finance,-74.0075231,40.7134096
426681,CONSUMER AFFAIRS,1,F,Entry-Level,54100,70000,Annual,"42 Broadway, N.Y.",OFC of Financial Empowerment,12/20/2019,Social Worker,Finance,-74.01261459999999,40.705974
426681,CONSUMER AFFAIRS,1,F,Entry-Level,54100,70000,Annual,"42 Broadway, N.Y.",OFC of Financial Empowerment,12/20/2019,Social Worker,Finance,-74.01261459999999,40.705974
426687,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),51535,59265,Annual,96-05 Horace Harding Expway,W   S/Connections Permitting,12/27/2019,Intern,Public Safety,-73.86348939999999,40.7348796
426687,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),51535,59265,Annual,96-05 Horace Harding Expway,W   S/Connections Permitting,12/27/2019,Intern,Public Safety,-73.86348939999999,40.7348796
426707,DEPARTMENT OF CITY PLANNING,1,F,Experienced (non-manager),60000,70000,Annual,"120 Broadway, New York, NY",Technical Review,12/20/2019,Assistant,"Engineering, Architecture, & Planning",-74.01059839999999,40.7084773
426707,DEPARTMENT OF CITY PLANNING,1,F,Experienced (non-manager),60000,70000,Annual,"120 Broadway, New York, NY",Technical Review,12/20/2019,Assistant,"Engineering, Architecture, & Planning",-74.01059839999999,40.7084773
426727,CONSUMER AFFAIRS,1,F,Experienced (non-manager),71423,82137,Annual,"42 Broadway, N.Y.",General Counselâ€™s Office,12/27/2019,Legal/Attorney,Legal,-74.01261459999999,40.705974
426727,CONSUMER AFFAIRS,1,F,Experienced (non-manager),71423,82137,Annual,"42 Broadway, N.Y.",General Counselâ€™s Office,12/27/2019,Legal/Attorney,Legal,-74.01261459999999,40.705974
426733,CONSUMER AFFAIRS,2,F,Experienced (non-manager),71423,76275,Annual,"42 Broadway, N.Y.",General Counselâ€™s Office,12/27/2019,Legal/Attorney,Legal,-74.01261459999999,40.705974
426733,CONSUMER AFFAIRS,2,F,Experienced (non-manager),71423,76275,Annual,"42 Broadway, N.Y.",General Counselâ€™s Office,12/27/2019,Legal/Attorney,Legal,-74.01261459999999,40.705974
426746,FINANCIAL INFO SVCS AGENCY,1,F,Experienced (non-manager),75000,125000,Annual,5 Manhattan West,OPS/HRP Technical Services,12/20/2019,Computer Specialist,	Technology & Data,-73.99935239999999,40.753058
426746,FINANCIAL INFO SVCS AGENCY,1,F,Experienced (non-manager),75000,125000,Annual,5 Manhattan West,OPS/HRP Technical Services,12/20/2019,Computer Specialist,	Technology & Data,-73.99935239999999,40.753058
426747,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),67757,98128,Annual,55 Water St Ny Ny,RRM Milling Contract Mgmt,12/26/2019,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
426747,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),67757,98128,Annual,55 Water St Ny Ny,RRM Milling Contract Mgmt,12/26/2019,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
426805,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,75000,100000,Annual,"22 Reade St, Ny",Information Technology,12/23/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
426805,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,75000,100000,Annual,"22 Reade St, Ny",Information Technology,12/23/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
426820,DEPT OF ENVIRONMENT PROTECTION,3,F,Experienced (non-manager),51535,59265,Annual,96-05 Horace Harding Expway,Rev Construction Compliance,12/30/2019,Intern,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
426820,DEPT OF ENVIRONMENT PROTECTION,3,F,Experienced (non-manager),51535,59265,Annual,96-05 Horace Harding Expway,Rev Construction Compliance,12/30/2019,Intern,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
426826,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),57078,65640,Annual,96-05 Horace Harding Expway,W   S/Connections Permitting,12/27/2019,Assistant,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
426826,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),57078,65640,Annual,96-05 Horace Harding Expway,W   S/Connections Permitting,12/27/2019,Assistant,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
426830,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),58700,120000,Annual,253 Broadway New York Ny,CEQR,01/22/2020,Telecommunication,	Technology & Data,-74.0075231,40.7134096
426830,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),58700,120000,Annual,253 Broadway New York Ny,CEQR,01/22/2020,Telecommunication,	Technology & Data,-74.0075231,40.7134096
426839,HRA/DEPT OF SOCIAL SERVICES,1,F,Experienced (non-manager),65731,75591,Annual,4 World Trade Center,Domestic Violence-NM,12/23/2019,Analyst,Social Service,-74.01229010000002,40.71028889999999
426873,HOUSING PRESERVATION & DVLPMNT,1,F,Manager,84468,97138,Annual,100 Gold Street,Ctr For Housing Pol Res,12/23/2019,Researcher,"Policy, Research & Analysis",-74.0033029,40.7103379
426873,HOUSING PRESERVATION & DVLPMNT,1,F,Manager,84468,97138,Annual,100 Gold Street,Ctr For Housing Pol Res,12/23/2019,Researcher,"Policy, Research & Analysis",-74.0033029,40.7103379
426907,DEPARTMENT OF BUILDINGS,45,F,Experienced (non-manager),53563,61800,Annual,NYC - All Boroughs,Citywide,01/01/2020,Construction,Public Safety,-73.89987579999999,40.7172127
426907,DEPARTMENT OF BUILDINGS,45,F,Experienced (non-manager),53563,61800,Annual,NYC - All Boroughs,Citywide,01/01/2020,Construction,Public Safety,-73.89987579999999,40.7172127
426935,OFFICE OF MANAGEMENT & BUDGET,1,F,Entry-Level,46856,62480,Annual,255 Greenwich Street,Health Task Force,12/23/2019,Analyst,Finance,-74.01091439999999,40.7143284
426935,OFFICE OF MANAGEMENT & BUDGET,1,F,Entry-Level,46856,62480,Annual,255 Greenwich Street,Health Task Force,12/23/2019,Analyst,Finance,-74.01091439999999,40.7143284
426937,CONSUMER AFFAIRS,1,F,Experienced (non-manager),58700,75269,Annual,"42 Broadway, N.Y.",Fiscal Services,12/24/2019,Specialist w/o Job Aspect,Finance,-74.01261459999999,40.705974
426937,CONSUMER AFFAIRS,1,F,Experienced (non-manager),58700,75269,Annual,"42 Broadway, N.Y.",Fiscal Services,12/24/2019,Specialist w/o Job Aspect,Finance,-74.01261459999999,40.705974
426960,FIRE DEPARTMENT,1,F,Entry-Level,40017,46019,Annual,"9 Metrotech Center, Brooklyn N",Legal Enforcement,01/08/2020,Claim Assoviate,Legal,-73.98500539999999,40.6946556
426961,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),62397,75760,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,12/26/2019,Legal/Attorney,Legal,-73.9356,40.7428
426961,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),62397,75760,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,12/26/2019,Legal/Attorney,Legal,-73.9356,40.7428
426986,DEPT OF YOUTH & COMM DEV SRVS,1,F,Experienced (non-manager),60193,70000,Annual,"2 Lafayette St., N.Y.",Compass Elementary,01/08/2020,Specialist w/o Job Aspect,"Policy, Research & Analysis",-74.00363089999999,40.7139848
426989,DEPT OF INFO TECH & TELECOMM,1,F,Experienced (non-manager),54638,83500,Annual,2 Metro Tech,COMMISSIONER'S OFFICE,01/13/2020,Administration,Community,-73.9857147,40.693364
426998,DEPT OF PARKS & RECREATION,1,F,Experienced (non-manager),57078,65640,Annual,Randalls Island 5-Boro Shops,CW Sustainable Facilities,01/03/2020,Engineer,"Engineering, Architecture, & Planning",-73.9230296,40.7992515
426998,DEPT OF PARKS & RECREATION,1,F,Experienced (non-manager),57078,65640,Annual,Randalls Island 5-Boro Shops,CW Sustainable Facilities,01/03/2020,Engineer,"Engineering, Architecture, & Planning",-73.9230296,40.7992515
426998,DEPT OF PARKS & RECREATION,1,F,Experienced (non-manager),57078,65640,Annual,Randalls Island 5-Boro Shops,CW Sustainable Facilities,01/03/2020,Engineer,"Engineering, Architecture, & Planning",-73.9230296,40.7992515
426999,DEPT OF PARKS & RECREATION,1,F,Experienced (non-manager),57078,65640,Annual,Randalls Island 5-Boro Shops,CW Sustainable Facilities,01/03/2020,Engineer,"Engineering, Architecture, & Planning",-73.9230296,40.7992515
426999,DEPT OF PARKS & RECREATION,1,F,Experienced (non-manager),57078,65640,Annual,Randalls Island 5-Boro Shops,CW Sustainable Facilities,01/03/2020,Engineer,"Engineering, Architecture, & Planning",-73.9230296,40.7992515
426999,DEPT OF PARKS & RECREATION,1,F,Experienced (non-manager),57078,65640,Annual,Randalls Island 5-Boro Shops,CW Sustainable Facilities,01/03/2020,Engineer,"Engineering, Architecture, & Planning",-73.9230296,40.7992515
427004,DEPT OF ENVIRONMENT PROTECTION,4,F,Experienced (non-manager),38620,59649,Annual,96-05 Horace Harding Expway,Administration,01/22/2020,Supervisor,Operation & Maintenance,-73.86348939999999,40.7348796
427004,DEPT OF ENVIRONMENT PROTECTION,4,F,Experienced (non-manager),38620,59649,Annual,96-05 Horace Harding Expway,Administration,01/22/2020,Supervisor,Operation & Maintenance,-73.86348939999999,40.7348796
427005,POLICE DEPARTMENT,1,F,Experienced (non-manager),40017,62820,Annual,"1 Police Plaza, N.Y.",Payroll and Benefits Div/Civ,12/30/2019,Claim Assoviate,Finance,-74.0023853,40.71206189999999
427014,POLICE DEPARTMENT,2,F,Experienced (non-manager),43929,57093,Annual,Default,Not Used,12/30/2019,Administration,Community,-73.9923094,40.7221613
427018,DEPARTMENT OF FINANCE,1,F,Experienced (non-manager),130000,140000,Annual,59 Maiden Lane,A/C Collections,01/15/2020,City Officer,Finance,-74.0081164,40.7087357
427018,DEPARTMENT OF FINANCE,1,F,Experienced (non-manager),130000,140000,Annual,59 Maiden Lane,A/C Collections,01/15/2020,City Officer,Finance,-74.0081164,40.7087357
427020,POLICE DEPARTMENT,1,F,Experienced (non-manager),49390,71794,Annual,"1 Police Plaza, N.Y.",Health Ins Sect/Civ & Cadet,01/06/2020,Administration,Community,-74.0023853,40.71206189999999
427030,POLICE DEPARTMENT,1,F,Experienced (non-manager),36390,55228,Annual,"830 4Th Ave., Brooklyn",72nd Precinct - Civilian/Cadet,12/31/2019,Assistant,Community,-74.0008623,40.6583216
427056,DEPT OF DESIGN & CONSTRUCTION,2,F,Experienced (non-manager),67757,98128,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Corrections,12/26/2019,Construction,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
427056,DEPT OF DESIGN & CONSTRUCTION,2,F,Experienced (non-manager),67757,98128,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Corrections,12/26/2019,Construction,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
427072,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),90114,122168,Annual,96-05 Horace Harding Expway,WT-Mechanical Contracts,12/27/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
427072,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),90114,122168,Annual,96-05 Horace Harding Expway,WT-Mechanical Contracts,12/27/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
427117,POLICE DEPARTMENT,2,F,Experienced (non-manager),43929,57093,Annual,"120 W 82Nd St., N.Y.",20th Precinct - Civilian/Cadet,01/02/2020,Administration,Community,-73.9749862,40.78418120000001
427205,POLICE DEPARTMENT,1,F,Entry-Level,43929,57093,Annual,25 Central Ave Bklyn N Y,Housing Borough Brooklyn/CV,12/31/2019,Administration,Community,-73.93217039999999,40.7023516
427211,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),73294,107071,Annual,55 Water St Ny Ny,Franchise/Concessions/Consents,01/07/2020,City Officer,Community,-74.0091879,40.7034619
427233,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),54100,83981,Annual,55 Water St Ny Ny,Franchise/Concessions/Consents,01/07/2020,Social Worker,Community,-74.0091879,40.7034619
427233,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),54100,83981,Annual,55 Water St Ny Ny,Franchise/Concessions/Consents,01/07/2020,Social Worker,Community,-74.0091879,40.7034619
427247,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),55208,79732,Annual,55 Water St Ny Ny,Franchise/Concessions/Consents,01/07/2020,City Officer,Community,-74.0091879,40.7034619
427248,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),65208,95993,Annual,55 Water St Ny Ny,Franchise/Concessions/Consents,01/07/2020,City Officer,Community,-74.0091879,40.7034619
427260,DEPARTMENT OF PROBATION,1,F,Experienced (non-manager),54100,83981,Annual,"33 Beaver St, New York Ny",Admin Executive Offices,01/09/2020,Social Worker,Community,-74.0119503,40.7050828
427260,DEPARTMENT OF PROBATION,1,F,Experienced (non-manager),54100,83981,Annual,"33 Beaver St, New York Ny",Admin Executive Offices,01/09/2020,Social Worker,Community,-74.0119503,40.7050828
427277,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),67757,98128,Annual,55 Water St Ny Ny,Traffic Eng & Planning,01/15/2020,Transportation,"Policy, Research & Analysis",-74.0091879,40.7034619
427277,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),67757,98128,Annual,55 Water St Ny Ny,Traffic Eng & Planning,01/15/2020,Transportation,"Policy, Research & Analysis",-74.0091879,40.7034619
427293,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),58700,161534,Annual,96-05 Horace Harding Expway,Administration,01/22/2020,Manager,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
427293,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),58700,161534,Annual,96-05 Horace Harding Expway,Administration,01/22/2020,Manager,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
427294,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),65877,81818.64,Annual,"1 Court Square, Queens",Public Health Engineering,01/06/2020,Researcher,Public Safety,-73.94444179999999,40.7472426
427294,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),65877,81818.64,Annual,"1 Court Square, Queens",Public Health Engineering,01/06/2020,Researcher,Public Safety,-73.94444179999999,40.7472426
427299,DEPT OF PARKS & RECREATION,1,F,Experienced (non-manager),54100,83981,Annual,Flushing Meadow Pk Olmsted Ctr,Forestry & Horticulture,01/03/2020,Social Worker,Community,-73.8492974,40.7514238
427299,DEPT OF PARKS & RECREATION,1,F,Experienced (non-manager),54100,83981,Annual,Flushing Meadow Pk Olmsted Ctr,Forestry & Horticulture,01/03/2020,Social Worker,Community,-73.8492974,40.7514238
427299,DEPT OF PARKS & RECREATION,1,F,Experienced (non-manager),54100,83981,Annual,Flushing Meadow Pk Olmsted Ctr,Forestry & Horticulture,01/03/2020,Social Worker,Community,-73.8492974,40.7514238
427320,POLICE DEPARTMENT,1,F,Experienced (non-manager),56522,84500,Annual,"68-40 Austin St., Queens",P.B. Qns. No./Civ. and Cadet,01/14/2020,Manager,Community,-73.851468,40.722358
427328,FIRE DEPARTMENT,1,F,Experienced (non-manager),49390,56798,Annual,"9 Metrotech Center, Brooklyn N",Bureau of Human Resources,01/04/2020,Administration,Community,-73.98500539999999,40.6946556
427332,FIRE DEPARTMENT,1,F,Experienced (non-manager),0,102000,Annual,"9 Metrotech Center, Brooklyn N",Bureau of Tech Deve and Syst,01/02/2020,Computer Specialist,	Technology & Data,-73.98500539999999,40.6946556
427332,FIRE DEPARTMENT,1,F,Experienced (non-manager),0,102000,Annual,"9 Metrotech Center, Brooklyn N",Bureau of Tech Deve and Syst,01/02/2020,Computer Specialist,	Technology & Data,-73.98500539999999,40.6946556
427345,LAW DEPARTMENT,2,F,Experienced (non-manager),43197,60449,Annual,"100 Church St., N.Y.",Affirm LIT,01/06/2020,Legal/Attorney,Communications & Intergovernmental,-74.01011419999999,40.71330040000001
427350,LAW DEPARTMENT,2,F,Experienced (non-manager),75121,101077,Annual,"100 Church St., N.Y.",Tax & Bankruptcy LIT Div (FT),01/07/2020,Counsel,Legal,-74.01011419999999,40.71330040000001
427350,LAW DEPARTMENT,2,F,Experienced (non-manager),75121,101077,Annual,"100 Church St., N.Y.",Tax & Bankruptcy LIT Div (FT),01/07/2020,Counsel,Legal,-74.01011419999999,40.71330040000001
427384,POLICE DEPARTMENT,5,P,Experienced (non-manager),36390,55228,Annual,Default,Not Used,01/14/2020,Assistant,Community,-73.9923094,40.7221613
427416,HRA/DEPT OF SOCIAL SERVICES,1,F,Experienced (non-manager),98901,113736,Annual,15 Metrotech,Mgmt Information System-NM,01/02/2020,Computer Specialist,	Technology & Data,-73.9839499,40.694028
427420,LAW DEPARTMENT,2,F,Experienced (non-manager),35314,39905,Annual,"100 Church St., N.Y.",Admin Services,01/08/2020,City Officer,Operation & Maintenance,-74.01011419999999,40.71330040000001
427420,LAW DEPARTMENT,2,F,Experienced (non-manager),35314,39905,Annual,"100 Church St., N.Y.",Admin Services,01/08/2020,City Officer,Operation & Maintenance,-74.01011419999999,40.71330040000001
427472,DEPARTMENT OF INVESTIGATION,1,F,Experienced (non-manager),50000,55055,Annual,180 Maiden Lane,OIG NYPD,01/02/2020,Investigator,Public Safety,-74.00545319999999,40.7052684
427472,DEPARTMENT OF INVESTIGATION,1,F,Experienced (non-manager),50000,55055,Annual,180 Maiden Lane,OIG NYPD,01/02/2020,Investigator,Public Safety,-74.00545319999999,40.7052684
427474,HOUSING PRESERVATION & DVLPMNT,1,F,Experienced (non-manager),80000,90000,Annual,100 Gold Street,ONS - Community Partnerships,01/02/2020,Manager,"Policy, Research & Analysis",-74.0033029,40.7103379
427474,HOUSING PRESERVATION & DVLPMNT,1,F,Experienced (non-manager),80000,90000,Annual,100 Gold Street,ONS - Community Partnerships,01/02/2020,Manager,"Policy, Research & Analysis",-74.0033029,40.7103379
427477,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),47797,69595,Annual,"33 Beaver St, New York Ny",Management Information Systems,01/02/2020,Computer Specialist,	Technology & Data,-74.0119503,40.7050828
427477,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),47797,69595,Annual,"33 Beaver St, New York Ny",Management Information Systems,01/02/2020,Computer Specialist,	Technology & Data,-74.0119503,40.7050828
427522,CONSUMER AFFAIRS,1,F,Entry-Level,53124,61093,Annual,"42 Broadway, N.Y.",Labor Policy And Standards,01/06/2020,Inspector,"Policy, Research & Analysis",-74.01261459999999,40.705974
427522,CONSUMER AFFAIRS,1,F,Entry-Level,53124,61093,Annual,"42 Broadway, N.Y.",Labor Policy And Standards,01/06/2020,Inspector,"Policy, Research & Analysis",-74.01261459999999,40.705974
427536,FINANCIAL INFO SVCS AGENCY,1,F,Experienced (non-manager),32260,44677,Annual,5 Manhattan West,ADM/FAC OPS & SUP Svcs,01/03/2020,Assistant,Operation & Maintenance,-73.99935239999999,40.753058
427536,FINANCIAL INFO SVCS AGENCY,1,F,Experienced (non-manager),32260,44677,Annual,5 Manhattan West,ADM/FAC OPS & SUP Svcs,01/03/2020,Assistant,Operation & Maintenance,-73.99935239999999,40.753058
427557,DEPARTMENT OF TRANSPORTATION,1,F,Manager,64922,173486,Annual,55 Water St Ny Ny,Bridge Operations Headquarte,01/16/2020,Repair Service,Operation & Maintenance,-74.0091879,40.7034619
427597,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),56013,89610,Annual,96-05 Horace Harding Expway,Capital Program Unit,01/07/2020,Accountant,Finance,-73.86348939999999,40.7348796
427607,OFF OF PAYROLL ADMINISTRATION,1,F,Manager,58700,105000,Annual,5 Manhattan West,Citywide System Analysis,01/06/2020,Manager,	Technology & Data,-73.99935239999999,40.753058
427637,OFFICE OF MANAGEMENT & BUDGET,1,F,Entry-Level,46856,62480,Annual,255 Greenwich Street,Social Services,01/06/2020,Analyst,Finance,-74.01091439999999,40.7143284
427637,OFFICE OF MANAGEMENT & BUDGET,1,F,Entry-Level,46856,62480,Annual,255 Greenwich Street,Social Services,01/06/2020,Analyst,Finance,-74.01091439999999,40.7143284
427647,OFFICE OF MANAGEMENT & BUDGET,1,F,Entry-Level,98388,98388,Annual,255 Greenwich Street,Community Development,01/06/2020,Analyst,Finance,-74.01091439999999,40.7143284
427647,OFFICE OF MANAGEMENT & BUDGET,1,F,Entry-Level,98388,98388,Annual,255 Greenwich Street,Community Development,01/06/2020,Analyst,Finance,-74.01091439999999,40.7143284
427658,POLICE DEPARTMENT,1,F,Entry-Level,36390,55228,Annual,"78 Richmond Terrace, Staten Is",S.I. Court Section Civ and Cad,01/07/2020,Assistant,Community,-74.07741519999999,40.6446553
427687,HOUSING PRESERVATION & DVLPMNT,1,F,Experienced (non-manager),95000,105000,Annual,100 Gold Street,Special Needs Housing,01/06/2020,Housing,"Engineering, Architecture, & Planning",-74.0033029,40.7103379
427697,DEPARTMENT OF FINANCE,1,F,Experienced (non-manager),49390,56798,Annual,59 Maiden Lane,BUSINESS TAX UNIT,01/10/2020,Administration,Finance,-74.0081164,40.7087357
427703,POLICE DEPARTMENT,1,F,Experienced (non-manager),49390,71794,Annual,164 West 36th Street,Traf Enf Distri/Civ & TEDA,01/07/2020,Administration,Community,-73.98951149999999,40.7520072
427735,CONSUMER AFFAIRS,1,F,Entry-Level,54100,63794,Annual,"42 Broadway, N.Y.",General Counselâ€™s Office,01/07/2020,Social Worker,"Policy, Research & Analysis",-74.01261459999999,40.705974
427735,CONSUMER AFFAIRS,1,F,Entry-Level,54100,63794,Annual,"42 Broadway, N.Y.",General Counselâ€™s Office,01/07/2020,Social Worker,"Policy, Research & Analysis",-74.01261459999999,40.705974
427745,HOUSING PRESERVATION & DVLPMNT,2,F,Experienced (non-manager),54100,62215,Annual,100 Gold Street,APM - Policy and Operations,01/07/2020,Social Worker,Community,-74.0033029,40.7103379
427745,HOUSING PRESERVATION & DVLPMNT,2,F,Experienced (non-manager),54100,62215,Annual,100 Gold Street,APM - Policy and Operations,01/07/2020,Social Worker,Community,-74.0033029,40.7103379
427750,DEPT OF DESIGN & CONSTRUCTION,1,F,Manager,67757,98128,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sss-Qa and Cs,01/24/2020,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
427750,DEPT OF DESIGN & CONSTRUCTION,1,F,Manager,67757,98128,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sss-Qa and Cs,01/24/2020,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
427761,HOUSING PRESERVATION & DVLPMNT,1,F,Experienced (non-manager),54100,62215,Annual,100 Gold Street,Sys Admin & Eng Serv,01/07/2020,Social Worker,Communications & Intergovernmental,-74.0033029,40.7103379
427761,HOUSING PRESERVATION & DVLPMNT,1,F,Experienced (non-manager),54100,62215,Annual,100 Gold Street,Sys Admin & Eng Serv,01/07/2020,Social Worker,Communications & Intergovernmental,-74.0033029,40.7103379
427781,NYC HOUSING AUTHORITY,1,F,Entry-Level,56013,87160,Annual,Taylor-Wythe,Mixed Finance Property MGMT,01/27/2020,Repair Service,Operation & Maintenance,-73.9658125,40.7048733
427782,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),56522,84500,Annual,"465 Columbus Ave. Valhalla, Ny",EHS-Sutton Park 02,01/07/2020,Manager,Public Safety,-73.7815093,41.1071626
427782,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),56522,84500,Annual,"465 Columbus Ave. Valhalla, Ny",EHS-Sutton Park 02,01/07/2020,Manager,Public Safety,-73.7815093,41.1071626
